"Type","Incentive","Game","Description","Amount","Goal"
"0 - Donation Goal","Team Cosplay","borderlands 2","Each will be the characters they are playing as (Ubergoose = Zero, iMysty = Maya, TeaWrex = Axton, ProfessorBroman = Gaige)","$5,214.14","$5,000.00"
"0 - Bid War","Zero Name","borderlands 2","32 Character Limit, played by UberGoose","$1,167.00","(None)"
"1 - Bid option","DreamboumLovesFinalFantasyVIII","borderlands 2","","$1,067.0","(None)"
"1 - Bid option","Snagglepuss","borderlands 2","","$100.0","(None)"
"0 - Bid War","Route Choice","dishonored","","$4,328.00","(None)"
"1 - Bid option","Non-Lethal/Ghost","dishonored","","$3,481.0","(None)"
"1 - Bid option","Any%","dishonored","","$847.0","(None)"
"0 - Donation Goal","No Esc key","antichamber","The escape key warps you back to the main hub, without it, this is basically a warpless run.","$1,031.00","$1,000.00"
"0 - Bid War","Soundtrack Choice","tony hawk&#39;s underground 2","","$1,056.00","(None)"
"1 - Bid option","Punk","tony hawk&#39;s underground 2","","$552.0","(None)"
"1 - Bid option","Hip-Hop","tony hawk&#39;s underground 2","","$415.0","(None)"
"1 - Bid option","Rock","tony hawk&#39;s underground 2","","$89.0","(None)"
"0 - Donation Goal","Blindfolded Bonus Run","mr. driller drill spirits","Eyes, who needs &#39;em?","$2,002.00","$2,000.00"
"0 - Bid War","Ekans Name","pokemon soul silver","Intimidate slave (intimidate is a skill, though ekans is kinda terrifying anyways).","$1,156.33","(None)"
"1 - Bid option","Dziak","pokemon soul silver","","$611.0","(None)"
"1 - Bid option","Rummeluff","pokemon soul silver","","$420.3","(None)"
"1 - Bid option","Dongus","pokemon soul silver","","$65.0","(None)"
"1 - Bid option","snakE","pokemon soul silver","","$35.0","(None)"
"1 - Bid option","SNKinmaboot","pokemon soul silver","","$25.0","(None)"
"0 - Bid War","Mewtwo Name","pokemon soul silver","Because Mewtwo, why not?","$2,584.01","(None)"
"1 - Bid option","FreeChat","pokemon soul silver","","$1,420.0","(None)"
"1 - Bid option","LordFluffy","pokemon soul silver","","$797.0","(None)"
"1 - Bid option","Glerek","pokemon soul silver","","$207.0","(None)"
"1 - Bid option","Jason","pokemon soul silver","","$115.0","(None)"
"1 - Bid option","Steakfries","pokemon soul silver","","$45.0","(None)"
"0 - Bid War","Rival Name","pokemon soul silver","7 Character Limit","$1,627.01","(None)"
"1 - Bid option","cancer","pokemon soul silver","","$1,043.0","(None)"
"1 - Bid option","Werster","pokemon soul silver","","$425.0","(None)"
"1 - Bid option","Groose","pokemon soul silver","","$90.0","(None)"
"1 - Bid option","Torkoal","pokemon soul silver","","$64.0","(None)"
"1 - Bid option","ConnorB","pokemon soul silver","","$5.0","(None)"
"0 - Bid War","Sentret Name","pokemon soul silver","Cut and Surf slave.","$352.00","(None)"
"1 - Bid option","Cirno!","pokemon soul silver","","$247.0","(None)"
"1 - Bid option","Matilda","pokemon soul silver","","$75.0","(None)"
"1 - Bid option","EeksBestie","pokemon soul silver","","$20.0","(None)"
"1 - Bid option","Zimbabwe","pokemon soul silver","","$10.0","(None)"
"0 - Bid War","Trainer Name","pokemon soul silver","7 Character Limit","$1,399.34","(None)"
"1 - Bid option","MrMv","pokemon soul silver","","$1,269.3","(None)"
"1 - Bid option","Travis Barker","pokemon soul silver","","$110.0","(None)"
"1 - Bid option","Gary S","pokemon soul silver","","$20.0","(None)"
"0 - Donation Goal","Blindfolded","mike tyson&#39;s punch-out!!","Seeing things is overrated.","$10,035.27","$10,000.00"
"0 - Donation Goal","Blindfolded","super punch-out","","$5,336.25","$5,000.00"
"0 - Bid War","Filename","super punch-out","","$280.35","(None)"
"1 - Bid option","RUMMEL","super punch-out","","$186.0","(None)"
"1 - Bid option","Ippo-San","super punch-out","","$76.0","(None)"
"1 - Bid option","diehard","super punch-out","","$18.3","(None)"
"0 - Bid War","File Name","the legend of zelda: majora&#39;s mask","8 Character Limit","$6,463.25","(None)"
"1 - Bid option","Marco","the legend of zelda: majora&#39;s mask","","$2,834.2","(None)"
"1 - Bid option","Ben","the legend of zelda: majora&#39;s mask","","$1,982.0","(None)"
"1 - Bid option","spoon","the legend of zelda: majora&#39;s mask","","$677.0","(None)"
"1 - Bid option","COUGH","the legend of zelda: majora&#39;s mask","","$330.0","(None)"
"1 - Bid option","Gilbert","the legend of zelda: majora&#39;s mask","","$250.0","(None)"
"1 - Bid option","Zeldo","the legend of zelda: majora&#39;s mask","","$230.0","(None)"
"1 - Bid option","Stalfos","the legend of zelda: majora&#39;s mask","","$155.0","(None)"
"1 - Bid option","GregRulz","the legend of zelda: majora&#39;s mask","","$5.0","(None)"
"0 - Bid War","File Name","the legend of zelda: ocarina of time","8 Character Limit, top 2 will be used.","$3,143.63","(None)"
"1 - Bid option","RobinDB","the legend of zelda: ocarina of time","","$1,946.6","(None)"
"1 - Bid option","GSimpson","the legend of zelda: ocarina of time","","$737.0","(None)"
"1 - Bid option","Sneetos","the legend of zelda: ocarina of time","","$256.0","(None)"
"1 - Bid option","OpieOP","the legend of zelda: ocarina of time","","$204.0","(None)"
"0 - Donation Goal","Glitch exhibition","the legend of zelda: ocarina of time","Watch how buggy this game can be","$5,689.12","$5,000.00"
"0 - Bid War","Suit Choice","metroid prime","","$4,209.73","(None)"
"1 - Bid option","Fusion Suit","metroid prime","","$2,283.6","(None)"
"1 - Bid option","Default Suit","metroid prime","","$1,926.1","(None)"
"0 - Donation Goal","Spore Spawn RTA Race","super metroid","The most fearsome boss on all of Zebes, only the most foolish of speedrunners would dare face it.","$5,304.01","$5,000.00"
"0 - Bid War","What to do with the Animals?","super metroid","To avoid splitting the vote, the &#39;ignore&#39; and &#39;taunt&#39; options will both contribute towards &#39;kill&#39;, and if that wins, the higher among the two will be chosen. Have at it people!","$67,513.29","(None)"
"1 - Bid option","Kill","super metroid","","$35,018.6","(None)"
"2 - Bid option","Ignore","super metroid","","$23,580.6","(None)"
"2 - Bid option","Taunt","super metroid","","$11,438.0","(None)"
"0 - Bid War","Save","super metroid","Technically it _is_ canon...","$32,494.65","(None)"
"0 - Bid War","Route Choice","metroid zero mission","","$4,889.04","(None)"
"1 - Bid option","Hard Low%","metroid zero mission","","$3,463.0","(None)"
"1 - Bid option","100%","metroid zero mission","","$1,426.0","(None)"
"0 - Donation Goal","Multiplayer Match","goldeneye","If met, will be played on-stream in all its 4-player, laggy glory.","$10,199.05","$10,000.00"
"0 - Donation Goal","Play the Aztec/Egypt levels","goldeneye","Hard optional missions.","$5,650.50","$5,000.00"
"0 - Bid War","File Name","perfect dark","10 Character Limit","$1,246.00","(None)"
"1 - Bid option","Street112","perfect dark","","$604.0","(None)"
"1 - Bid option","Vinny","perfect dark","","$286.0","(None)"
"1 - Bid option","TurtleSim","perfect dark","","$256.0","(None)"
"1 - Bid option","HUMANFIRST","perfect dark","","$100.0","(None)"
"0 - Donation Goal","Expansion Cups","f-zero x","One of the very, VERY few uses for the N64DD.","$2,625.00","$2,500.00"
"0 - Donation Goal","Star 242 - The perfect run","super mario galaxy 2","Maybe the hardest Mario level in history beasted by Yoshifan.","$15,223.01","$15,000.00"
"0 - Bid War","after run","paper mario","","$1,140.00","(None)"
"1 - Bid option","Runner&#39;s Choice","paper mario","","$1,140.0","(None)"
"0 - Donation Goal","Invite Luigi to the party","paper mario","Luigi is always getting the shaft, so be a good bro and let him come to the party!","$6,351.55","$5,000.00"
"0 - Bid War","What to do with Whacka","paper mario","Over the course of the run, Whacka is going to get whacked several times for an item called Whacka bump. Doing it enough times might kill him.","$5,360.77","(None)"
"1 - Bid option","Kill Whacka","paper mario","","$3,072.7","(None)"
"1 - Bid option","Spare Whacka","paper mario","","$2,288.0","(None)"
"0 - Donation Goal","Hand Cam","super mario 64","Verify for yourself that he is indeed only using 1 hand.","$10,242.42","$10,000.00"
"0 - Bid War","File Name","the legend of zelda: wind waker hd","","$26,164.82","(None)"
"1 - Bid option","Plexa","the legend of zelda: wind waker hd","","$12,217.9","(None)"
"1 - Bid option","CO5M02","the legend of zelda: wind waker hd","","$5,538.9","(None)"
"1 - Bid option","Mapa","the legend of zelda: wind waker hd","","$2,860.0","(None)"
"1 - Bid option","Un Reptil","the legend of zelda: wind waker hd","","$1,687.3","(None)"
"1 - Bid option","Buttlet","the legend of zelda: wind waker hd","","$1,168.0","(None)"
"1 - Bid option","Lunk","the legend of zelda: wind waker hd","","$488.0","(None)"
"1 - Bid option","CosmoHD","the legend of zelda: wind waker hd","","$392.0","(None)"
"1 - Bid option","Zelda","the legend of zelda: wind waker hd","","$390.0","(None)"
"1 - Bid option","Tingle Tuna","the legend of zelda: wind waker hd","","$310.0","(None)"
"1 - Bid option","FreeChat","the legend of zelda: wind waker hd","","$190.0","(None)"
"1 - Bid option","Cpsmo","the legend of zelda: wind waker hd","","$186.5","(None)"
"1 - Bid option","RIPStrg","the legend of zelda: wind waker hd","","$178.0","(None)"
"1 - Bid option","Link","the legend of zelda: wind waker hd","","$167.0","(None)"
"1 - Bid option","Adrian","the legend of zelda: wind waker hd","","$126.0","(None)"
"1 - Bid option","Carol","the legend of zelda: wind waker hd","","$112.0","(None)"
"1 - Bid option","Ramone","the legend of zelda: wind waker hd","","$100.0","(None)"
"1 - Bid option","Potato","the legend of zelda: wind waker hd","","$51.0","(None)"
"1 - Bid option","Overlord","the legend of zelda: wind waker hd","","$2.0","(None)"
"0 - Donation Goal","100% Run","chrono trigger","All side-quests and optional bosses.","$30,052.40","$30,000.00"
"0 - Bid War","Ayla Name","chrono trigger","5 Character Limit","$4,650.00","(None)"
"1 - Bid option","Berry","chrono trigger","","$2,000.0","(None)"
"1 - Bid option","Free","chrono trigger","","$963.0","(None)"
"1 - Bid option","Tacos","chrono trigger","","$919.0","(None)"
"1 - Bid option","Baps","chrono trigger","","$628.0","(None)"
"1 - Bid option","Caleb","chrono trigger","","$130.0","(None)"
"1 - Bid option","Mongo","chrono trigger","","$10.0","(None)"
"0 - Bid War","Chrono Name","chrono trigger","5 Character Limit","$42,315.44","(None)"
"1 - Bid option","Yetee","chrono trigger","","$13,346.0","(None)"
"1 - Bid option","Booty","chrono trigger","","$10,934.0","(None)"
"1 - Bid option","Meta","chrono trigger","","$6,311.7","(None)"
"1 - Bid option","Cosmo","chrono trigger","","$3,028.0","(None)"
"1 - Bid option","Montr","chrono trigger","","$2,688.4","(None)"
"1 - Bid option","Goku","chrono trigger","","$2,159.0","(None)"
"1 - Bid option","brono","chrono trigger","","$1,097.0","(None)"
"1 - Bid option","Kiddy","chrono trigger","","$1,051.0","(None)"
"1 - Bid option","Butt%","chrono trigger","","$695.0","(None)"
"1 - Bid option","HANK","chrono trigger","","$385.0","(None)"
"1 - Bid option","Violet abbreviated &quot;Vilet&quot;","chrono trigger","","$225.0","(None)"
"1 - Bid option","Poxnr","chrono trigger","","$123.0","(None)"
"1 - Bid option","SRene","chrono trigger","","$95.0","(None)"
"1 - Bid option","Geddy","chrono trigger","","$71.1","(None)"
"1 - Bid option","Dead","chrono trigger","","$66.0","(None)"
"1 - Bid option","Slade","chrono trigger","","$40.0","(None)"
"0 - Bid War","Epoch name","chrono trigger","Name the Wings of Time! 5 character limit.","$26,243.51","(None)"
"1 - Bid option","2Poch","chrono trigger","","$12,862.3","(None)"
"1 - Bid option","YSG","chrono trigger","","$8,030.9","(None)"
"1 - Bid option","TRDIS","chrono trigger","","$3,237.2","(None)"
"1 - Bid option","#AGDQ","chrono trigger","","$2,077.0","(None)"
"1 - Bid option","Nicxy","chrono trigger","","$36.0","(None)"
"0 - Bid War","Frog Name","chrono trigger","5 Character Limit","$16,020.69","(None)"
"1 - Bid option","Nami","chrono trigger","","$8,070.0","(None)"
"1 - Bid option","Froge","chrono trigger","","$7,354.6","(None)"
"1 - Bid option"," Glenn","chrono trigger","","$496.0","(None)"
"1 - Bid option","Kanjo","chrono trigger","","$75.0","(None)"
"1 - Bid option","Hamm","chrono trigger","","$25.0","(None)"
"0 - Bid War","Lucca Name","chrono trigger","5 Character Limit","$8,494.36","(None)"
"1 - Bid option","W Mom","chrono trigger","","$2,988.5","(None)"
"1 - Bid option","Nuro","chrono trigger","","$2,148.8","(None)"
"1 - Bid option","Waifu","chrono trigger","","$1,692.0","(None)"
"1 - Bid option","Freya","chrono trigger","","$815.0","(None)"
"1 - Bid option","Womps","chrono trigger","","$625.0","(None)"
"1 - Bid option","Velma","chrono trigger","","$120.0","(None)"
"1 - Bid option","Twi","chrono trigger","","$55.0","(None)"
"1 - Bid option","Nette","chrono trigger","","$50.0","(None)"
"0 - Bid War","Magus Name","chrono trigger","5 Character Limit","$20,741.77","(None)"
"1 - Bid option","Noah","chrono trigger","","$7,403.5","(None)"
"1 - Bid option","R1CH","chrono trigger","","$4,500.0","(None)"
"1 - Bid option","Janus","chrono trigger","","$4,101.0","(None)"
"1 - Bid option","Butt","chrono trigger","","$2,180.8","(None)"
"1 - Bid option","Ysang","chrono trigger","","$1,477.6","(None)"
"1 - Bid option","LCC","chrono trigger","","$210.0","(None)"
"1 - Bid option","AAgus","chrono trigger","","$207.6","(None)"
"1 - Bid option","Tirek","chrono trigger","","$185.0","(None)"
"1 - Bid option","Poxnor","chrono trigger","","$132.0","(None)"
"1 - Bid option","Spy","chrono trigger","","$111.0","(None)"
"1 - Bid option","Flip","chrono trigger","","$100.0","(None)"
"1 - Bid option","Manus","chrono trigger","","$78.0","(None)"
"1 - Bid option","OASIZ","chrono trigger","","$55.0","(None)"
"0 - Bid War","Marle Name","chrono trigger","5 Character Limit","$3,261.00","(None)"
"1 - Bid option","Nadia","chrono trigger","","$1,530.0","(None)"
"1 - Bid option","Rares","chrono trigger","","$710.0","(None)"
"1 - Bid option","Urta","chrono trigger","","$690.0","(None)"
"1 - Bid option","Vgeta","chrono trigger","","$170.0","(None)"
"1 - Bid option","uptCo","chrono trigger","","$111.0","(None)"
"1 - Bid option","Womps","chrono trigger","","$50.0","(None)"
"0 - Donation Goal","New Game + Run","chrono trigger","Witness the infamous &#39;Developers&#39; ending.","$10,650.00","$10,000.00"
"0 - Bid War","Robo Name","chrono trigger","5 Character Limit","$18,244.14","(None)"
"1 - Bid option","RyanD","chrono trigger","","$8,992.3","(None)"
"1 - Bid option","Bendr","chrono trigger","","$7,927.6","(None)"
"1 - Bid option","SHARK","chrono trigger","","$912.0","(None)"
"1 - Bid option","Fisto","chrono trigger","","$401.1","(None)"
"1 - Bid option","futch","chrono trigger","","$11.0","(None)"
"0 - Bid War","waifu battle","chrono trigger","","$14,040.78","(None)"
"1 - Bid option","lucca","chrono trigger","","$7,088.6","(None)"
"1 - Bid option","marle","chrono trigger","","$6,952.1","(None)"
"0 - Donation Goal","Arkham Asylum - Environmental Challenge","bonus stream","During Harley, Cave Titan and Joker fights thugs may only be taken down with environmental hazards. (Except for the titans themselves)","$215.00","$100.00"
"0 - Donation Goal","Arkham Asylum - Party Pooper","bonus stream","Get the Party Pooper achievement by beating up 20 crude dudes in a cramped space.","$127.00","$100.00"
"0 - Donation Goal","Kiss Monitor-chan","bonus stream","Will Kiryua and the GDQ Monitor find true love while a jealous spike watches on and thinks of Footbigmike? Donate to find out how this true love story ends!","$381.00","$125.00"
"0 - Bid War","Mario Party 2 Map","bonus stream","Mystery Land is Banned in Competitive MP2 matches. Deal with it.","$1,185.77","(None)"
"1 - Bid option","Bowser Land","bonus stream","","$708.7","(None)"
"1 - Bid option","Horror Land","bonus stream","","$362.0","(None)"
"1 - Bid option","Space Land","bonus stream","","$54.0","(None)"
"1 - Bid option","Pirate Land","bonus stream","","$51.0","(None)"
"1 - Bid option","Western Land","bonus stream","","$10.0","(None)"
"0 - Bid War","MMX3: Snes vs. GCN version","bonus stream","The Catogory Low% is really different depending on version.","$1,572.18","(None)"
"1 - Bid option","GCN","bonus stream","","$974.1","(None)"
"1 - Bid option","Snes","bonus stream","","$598.0","(None)"
"0 - Donation Goal","Naegleria Head Shave","bonus stream","Have Naegleria shave his head while playing F-Zero GX. Everything else would literally be the most scrub tier play ever.","$1,094.66","$1,000.00"
"0 - Bid War","Rayman Legends Character Choice","bonus stream","There are three characters that UberGoos can play as in his run which are unlocked from the start.","$70.00","(None)"
"1 - Bid option","Teensy","bonus stream","","$50.0","(None)"
"1 - Bid option","Globox","bonus stream","","$10.0","(None)"
"1 - Bid option","Rayman","bonus stream","","$10.0","(None)"
"0 - Donation Goal","Rick Dangerous Speedrun","bonus stream","Have RoboSparkle literally play and complete the greatest I Wanna Be the Spelunky game that was ever made in the early 90s for the Amiga on a 3.5&quot; floppy. If we reach $1000 then Mike Uyama will play first. He enjoyed Toki after all, so this should be fun for him, right?","$65.00","$500.00"
"0 - Donation Goal","Sound Shapes casual%","bonus stream","Casual run of the other main albums included with Sound Shapes","$135.00","$125.00"
"0 - Donation Goal","Bonus Game: Actraiser 2","","To be played during the First setup block on Monday.","$1,055.00","$1,000.00"
"0 - Donation Goal","Bonus Game: Donkey Kong 64","","Any%. To be played during the Wednesday setup block.","$6,471.81","$6,400.00"
"0 - Donation Goal","Bonus Game: Elder Scrolls V: Skyrim","","To be played during the Thursday setup block.","$5,012.50","$5,000.00"
"0 - Donation Goal","Bonus Game: E.T.","","Couldn&#39;t possibly be that bad, could it? (To be played during the AwfulGDQ block).","$1,002.09","$1,000.00"
"0 - Donation Goal","Bonus Game: Luigi&#39;s Mansion","","I ain&#39;t afraid of no bonus games. Saturday setup block.","$5,046.57","$5,000.00"
"0 - Donation Goal","Bonus Game: Minecraft","","Its minecraft! &#39;Nuff said.","$20,291.00","$20,000.00"
"0 - Donation Goal","Bonus Game: Mystery Game","","Unravel the mystery. To be played during the Thursday after the ninja block.","$5,407.21","$5,000.00"
"0 - Donation Goal","Bonus Game: Smash Bros Melee","","Top 3 Finals. To be played on the bonus stream, at noon.","$15,005.61","$15,000.00"
"0 - Donation Goal","Bonus Game: Sonic 06","","Because you can&#39;t get enough bad games (to be played sometime during AwfulGDQ).","$6,096.00","$6,000.00"
"0 - Donation Goal","Bonus Game: Super Mario Land 2","","To be played during the Tuesday setup block.","$2,630.20","$2,500.00"
"0 - Donation Goal","Bonus Game: Tony Hawk 3","","To be played right after Tony Hawk: American Wasteland.","$5,127.00","$5,000.00"
"0 - Donation Goal","Bonus Game: X-men: Mutant Apocalypse","","To be played during the Wednesday setup block.","$2,094.00","$2,000.00"
"0 - Donation Goal","Dark Souls Speedrun - Ubergoose","","Get $50,000 in and Ubergoose will do the dark souls","$2,607.65","$50,000.00"
"0 - Bid War","Simon Viklund NES Remix","","Simon Viklund is a Swedish video game music composer and sound designer. He has graciously offered to remix the soundtrack to one of the NES games being played at our marathon (and will stream the entire creation of it on his twitch channel). Which game? You decide!","$3,303.20","(None)"
"1 - Bid option","Kid Icarus","","Awesome Games Done Quick 2014","$772.0","(None)"
"1 - Bid option","Mega Man 2","","Awesome Games Done Quick 2014","$721.0","(None)"
"1 - Bid option","Chip &#39;n Dale Rescue Rangers","","Awesome Games Done Quick 2014","$237.2","(None)"
"1 - Bid option","Battletoads","","Awesome Games Done Quick 2014","$202.0","(None)"
"1 - Bid option","Journey to Silius","","Awesome Games Done Quick 2014","$200.0","(None)"
"1 - Bid option","Little Nemo","","Awesome Games Done Quick 2014","$165.0","(None)"
"1 - Bid option","A Boy and His Blob","","Awesome Games Done Quick 2014","$156.0","(None)"
"1 - Bid option","Batman","","Awesome Games Done Quick 2014","$150.0","(None)"
"1 - Bid option","Mike Tyson&#39;s Punch-Out!!","","Awesome Games Done Quick 2014","$135.0","(None)"
"1 - Bid option","Bucky O&#39;Hare","","Awesome Games Done Quick 2014","$100.0","(None)"
"1 - Bid option","Attack of the Killer Tomatoes","","Awesome Games Done Quick 2014","$77.0","(None)"
"1 - Bid option","Super Mario Bros. 3","","Awesome Games Done Quick 2014","$77.0","(None)"
"1 - Bid option","Kirby&#39;s Adventure","","Awesome Games Done Quick 2014","$76.0","(None)"
"1 - Bid option","Ninja Gaiden","","Awesome Games Done Quick 2014","$70.0","(None)"
"1 - Bid option","Kabuki Quantum Fighter","","Awesome Games Done Quick 2014","$55.0","(None)"
"1 - Bid option","Ninja Gaiden 2","","Awesome Games Done Quick 2014","$43.0","(None)"
"1 - Bid option","Super C","","Awesome Games Done Quick 2014","$27.0","(None)"
"1 - Bid option","Contra","","Awesome Games Done Quick 2014","$25.0","(None)"
"1 - Bid option","Mega Man 9","","Awesome Games Done Quick 2014","$15.0","(None)"
"1 - Bid option","Contra Force","","Awesome Games Done Quick 2014","$0.0","(None)"
"1 - Bid option","Donald Land","","Awesome Games Done Quick 2014","$0.0","(None)"
"1 - Bid option","Mega Man","","Awesome Games Done Quick 2014","$0.0","(None)"
"1 - Bid option","Super Mario Bros.","","Awesome Games Done Quick 2014","$0.0","(None)"
